dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,methodology,instances,time,delay,out_rate,acc
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,584,2,69484.0,119.98300170898438,64.0,579.1153564453125,93.448454647579
covtypeNorm,OzaBag,25,1,1,284,1,27170.0,120.02400207519531,9596.0,226.3713836669922,72.17887375782112
covtypeNorm,StreamingRandomPatches,25,1,1,61,1,7161.0,120.00199890136719,4127.0,59.674007415771484,82.15333054042732
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,95,3,11350.0,120.00599670410156,331.0,94.57860565185547,93.43362831858407
GMSC,AdaptiveRandomForestSequential,25,1,1,473,1,47240.0,120.0009994506836,6883.0,393.66339111328125,93.42082980524978
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,31,2,3600.0,120.05899810791016,981.0,29.985258102416992,70.59154929577464
GMSC,OzaBagASHT,25,1,1,2008,1,143689.0,79.40699768066406,3441.0,1809.525634765625,93.34465407929626
covtypeNorm,StreamingRandomPatches,25,1,1,34,1,3596.0,120.02300262451172,777.0,29.96092414855957,81.39599555061179
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,139,2,16173.0,119.9990005493164,346.0,134.776123046875,76.22030639459157
GMSC,OzaBagExecutorMAXChunk,25,4,50,6291,3,145750.0,23.906999588012695,7.0,6096.541015625,93.40288263555252
airlines,StreamingRandomPatches,25,1,1,34,1,2662.0,121.75,10438.0,21.864477157592773,73.25319308790384
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,287,2,34143.0,119.96099853515625,146.0,284.61749267578125,76.18866042882703
GMSC,OzaBag,25,1,1,1127,1,133930.0,119.98200225830078,584.0,1116.250732421875,93.49660270290451
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,1337,3,158300.0,119.9219970703125,28.0,1320.024658203125,80.42654028436019
airlines,OzaBag,25,1,1,85,1,10172.0,120.01200103759766,1658.0,84.75818634033203,64.00904443570586
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,50,23,3,2400.0,120.4280014038086,1760.0,19.92892074584961,74.46808510638297
airlines,OzaBagExecutorMAXChunk,25,4,50,35,2,4200.0,120.06199645996094,837.0,34.98192596435547,69.03614457831326
elecNormNew,StreamingRandomPatches,25,1,1,16,1,1800.0,119.98899841308594,119.0,15.001375198364258,92.27777777777779
airlines,OzaBagExecutorMAXChunk,25,4,50,321,2,25400.0,121.90399932861328,239.0,208.3606719970703,63.78698224852071
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,63,2,7200.0,120.07599639892578,503.0,59.9620246887207,93.74825174825175
airlines,OzaBagExecutorMAXChunk,25,4,50,2513,3,191900.0,120.01000213623047,31.0,1599.0333251953125,63.01277039353662
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,1307,2,45312.0,34.77799987792969,31.0,1302.892578125,79.04423136405815
elecNormNew,OzaBagASHT,25,1,1,1301,1,38536.0,42.98400115966797,3994.0,896.5195922851562,82.97695661199917
covtypeNorm,LBagExecutorMAXChunk,25,4,50,600,3,70700.0,120.0250015258789,78.0,589.0439453125,90.50955414012739
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,30,2,3600.0,120.19200134277344,987.0,29.952075958251953,62.7887323943662
airlines,OzaBagAdwinExecutorMAXChunk,25,4,50,68,3,7800.0,120.14600372314453,505.0,64.92101287841797,84.7483870967742
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,252,3,29950.0,119.88200378417969,35.0,249.82899475097656,87.1371237458194
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,50,73,2,7450.0,120.2300033569336,801.0,61.96456527709961,65.94594594594595
elecNormNew,OzaBagASHT,25,1,1,144,1,16772.0,119.88300323486328,84.0,139.90306091308594,86.99022179823515
airlines,AdaptiveRandomForestSequential,25,1,1,58,1,3476.0,120.01300048828125,16652.0,28.963529586791992,70.2819332566168
GMSC,AdaptiveRandomForestSequential,25,1,1,262,1,31148.0,119.91799926757812,1021.0,259.7441711425781,93.5276743290099
airlines,LeveragingBag,25,1,1,41,1,3778.0,120.05000305175781,5154.0,31.4702205657959,68.58125992588671
GMSC,OzaBagASHT,25,1,1,223,1,26356.0,119.89700317382812,80.0,219.82200622558594,93.47397177113372
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,3727,3,44500.0,13.180000305175781,14.0,3376.32763671875,78.56017997750281
GMSC,OzaBag,25,1,1,2028,1,143460.0,95.52200317382812,7215.0,1501.8529052734375,93.3814303638645
airlines,LBagExecutorMAXChunk,25,4,50,192,3,9950.0,120.68000030517578,605.0,82.44945526123047,61.252525252525245
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,2407,3,282900.0,120.0199966430664,18.0,2357.107177734375,78.61339932826587
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,151,2,17970.0,119.98799896240234,254.0,149.76498413085938,64.9609375
GMSC,OzaBagExecutorMAXChunk,25,4,50,368,2,43727.0,119.90299987792969,80.0,364.68646240234375,93.45651029145775
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,3745,3,45000.0,12.145999908447266,13.0,3704.92333984375,76.13570634037819
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,1354,3,160050.0,119.87999725341797,28.0,1335.0850830078125,78.91812499999999
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,285,2,34024.0,119.95899963378906,137.0,283.6302490234375,79.68152116324248
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,196,2,23361.0,119.89299774169922,226.0,194.84873962402344,64.83634335721334
elecNormNew,StreamingRandomPatches,25,1,1,147,1,16543.0,120.00599670410156,5315.0,137.8514404296875,91.38003989602853
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,25,3,3000.0,120.1520004272461,1192.0,24.968374252319336,79.62711864406779
elecNormNew,LeveragingBag,25,1,1,457,1,42589.0,102.68000030517578,5195.0,414.7740478515625,89.6499096010707
airlines,StreamingRandomPatches,25,1,1,6,1,598.0,119.95099639892578,117.0,4.9853692054748535,75.58528428093646
GMSC,StreamingRandomPatches,25,1,1,269,1,27572.0,120.00199890136719,8588.0,229.76283264160156,93.5260409110692
airlines,OzaBagExecutorMAXChunk,25,4,50,4525,3,201750.0,120.00599670410156,29.0,1681.166015625,62.5552801189886
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,896,3,105300.0,119.98799896240234,52.0,877.5877685546875,87.6646080760095
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,3625,3,148300.0,41.45399856567383,13.0,3577.45947265625,93.35649241146712
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,271,2,32346.0,119.93499755859375,157.0,269.69610595703125,71.67141441664603
covtypeNorm,OzaBagAdwin,25,1,1,27,1,3000.0,120.01000213623047,103.0,24.99791717529297,65.96666666666667
airlines,OzaBag,25,1,1,17,1,1798.0,119.97000122070312,147.0,14.987079620361328,73.63737486095661
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,79,2,8986.0,120.00499725341797,389.0,74.88021850585938,80.01342882721576
covtypeNorm,StreamingRandomPatches,25,1,1,6,1,600.0,119.97699737548828,150.0,5.000958442687988,77.0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,127,3,14950.0,119.83000183105469,316.0,124.76007843017578,80.9530201342282
airlines,OzaBagASHT,25,1,1,165,1,12576.0,120.02100372314453,11509.0,104.78166198730469,63.76431297709924
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,270,3,32300.0,119.91799926757812,108.0,269.3507385253906,70.54263565891473
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,150,2,17950.0,120.00900268554688,243.0,149.57211303710938,65.07262569832403
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,911,3,104400.0,119.99800109863281,55.0,870.0144653320312,90.66123622424533
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,1261,3,45300.0,36.013999938964844,31.0,1257.8441162109375,85.39447513812155
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,2270,3,42800.0,19.968000411987305,23.0,2143.429443359375,85.64678362573099
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,197,2,23200.0,120.02300262451172,205.0,193.29627990722656,82.2548596112311
elecNormNew,OzaBagAdwin,25,1,1,1051,1,39828.0,52.534000396728516,5195.0,758.1375732421875,84.20206889625389
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,230,3,27500.0,120.07499694824219,213.0,229.02352905273438,87.74134790528232
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,99,3,11350.0,119.81700134277344,341.0,94.72779083251953,76.19469026548673
elecNormNew,LBagExecutorMAXChunk,25,4,50,1080,2,43323.0,42.59600067138672,48.0,1017.0673217773438,81.5312088369191
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,2070,3,45300.0,21.93600082397461,19.0,2065.098388671875,78.79558011049724
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,715,2,42939.0,63.4640007019043,72.0,676.5883178710938,80.4891697171769
covtypeNorm,OzaBag,25,1,1,31,1,3600.0,119.9990005493164,109.0,30.0002498626709,66.25
elecNormNew,LBagExecutorMAXChunk,25,4,50,1184,3,42100.0,39.367000579833984,46.0,1069.423583984375,90.59928656361474
elecNormNew,OzaBag,25,1,1,155,1,18569.0,119.85299682617188,101.0,154.93145751953125,86.2943615703592
airlines,LBagExecutorMAXChunk,25,4,50,107,3,9800.0,121.24600219726562,613.0,80.82740783691406,61.5897435897436
airlines,OzaBagAdwinExecutorMAXChunk,25,4,50,341,3,40700.0,119.96399688720703,141.0,339.2684631347656,86.10332103321034
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,355,2,41950.0,120.01000213623047,140.0,349.55419921875,80.92601431980907
GMSC,LBagExecutorMAXChunk,25,4,50,818,2,97550.0,120.01799774169922,47.0,812.7947387695312,93.33333333333333
GMSC,StreamingRandomPatches,25,1,1,29,1,3000.0,119.98699951171875,171.0,25.002708435058594,94.19999999999999
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,2013,3,150000.0,74.79100036621094,19.0,2005.5888671875,93.33111037012337
elecNormNew,LeveragingBag,25,1,1,254,1,29950.0,119.92500305175781,1127.0,249.73941040039062,90.03005008347246
airlines,OzaBag,25,1,1,154,1,12353.0,120.01699829101562,9164.0,102.92708587646484,63.6444588359103
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,479,3,56850.0,120.03700256347656,88.0,473.6039733886719,93.44894366197182
GMSC,OzaBagASHT,25,1,1,1115,1,132967.0,119.98400115966797,619.0,1108.2060546875,93.41189919303285
covtypeNorm,LeveragingBag,25,1,1,75,1,8986.0,120.01300048828125,543.0,74.8752212524414,73.0135766748275
airlines,LeveragingBag,25,1,1,23,1,2396.0,120.0009994506836,1037.0,19.966501235961914,71.86978297161937
elecNormNew,LBagExecutorMAXChunk,25,4,50,131,3,15550.0,119.86900329589844,237.0,129.72494506835938,92.15483870967742
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,862,3,87650.0,120.01799774169922,68.0,730.30712890625,93.4771689497717
GMSC,AdaptiveRandomForestSequential,25,1,1,52,1,5994.0,120.0009994506836,179.0,49.9495849609375,93.71037704371038
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,2437,3,287300.0,120.02400207519531,18.0,2393.68798828125,76.88494342906876
airlines,OzaBagExecutorMAXChunk,25,4,50,178,2,20965.0,119.91699981689453,250.0,174.82925415039062,63.48075543868037
GMSC,OzaBagExecutorMAXChunk,25,4,50,3318,2,150000.0,45.38600158691406,14.0,3304.98388671875,93.44248082694232
GMSC,LBagExecutorMAXChunk,25,4,50,203,3,23950.0,119.87699890136719,133.0,199.78811645507812,93.53556485355648
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,402,3,47900.0,119.93499755859375,65.0,399.38299560546875,93.56948798328108
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,397,2,44243.0,114.96099853515625,109.0,384.8522644042969,80.03756250989976
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,50,110,3,9450.0,120.03099822998047,634.0,78.72966003417969,65.08510638297872
elecNormNew,AdaptiveRandomForestSequential,25,1,1,31,1,3600.0,119.99600219726562,102.0,30.000999450683594,88.75
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,1899,3,106650.0,120.05000305175781,56.0,888.3798217773438,63.72138836772984
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,1276,2,44878.0,35.56999969482422,31.0,1261.68115234375,78.92388685642902
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,353,2,33100.0,120.57099914550781,182.0,274.52703857421875,65.05295007564297
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,215,2,25757.0,119.87699890136719,135.0,214.86190795898438,81.58089236394757
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,50,215,3,8200.0,120.30599975585938,733.0,68.1595230102539,66.09815950920246
airlines,OzaBagAdwinExecutorMAXChunk,25,4,50,44,2,4800.0,120.1510009765625,744.0,39.949729919433594,68.37894736842105
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,50,198,3,10650.0,121.62999725341797,570.0,87.56063842773438,65.23584905660378
GMSC,LBagExecutorMAXChunk,25,4,50,1833,3,142950.0,83.72899627685547,29.0,1707.2938232421875,93.30510846745976
airlines,OzaBagASHT,25,1,1,18,1,1798.0,119.96299743652344,135.0,14.987955093383789,73.63737486095661
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,3642,3,147250.0,41.3120002746582,11.0,3564.339599609375,93.33016304347827
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,3318,2,150000.0,45.36000061035156,14.0,3306.878173828125,93.39046348782928
elecNormNew,OzaBag,25,1,1,1395,1,38109.0,39.426998138427734,3438.0,966.5711669921875,81.99375475609436
elecNormNew,LBagExecutorMAXChunk,25,4,50,600,2,44808.0,75.66899871826172,69.0,592.157958984375,81.23017114258903
