,dataset,algorithm,ensemble_size,cores,chunk_size,time,accuracy,rate,90
438,GMSC,OBASHTMB+,100,8,500,11.821999549865724,93.31237458193979,12688.208908086426,11419.388017277784
439,GMSC,OBASHTMB+,150,8,2000,12.699000358581545,93.30405405405405,11811.95336360749,10630.758027246742
440,GMSC,OBASHTMB+,150,8,50,24.53700065612793,93.3151050350117,6113.216611197287,5501.894950077559
441,GMSC,OBASHTMB+,150,8,500,14.345000267028807,93.31237458193979,10456.604894233898,9410.944404810509
442,GMSC,OBASHTRUNPER,100,8,1,80.7770004272461,93.31333333333332,1856.9642250469724,1671.2678025422751
443,GMSC,OBASHTRUNPER,150,8,1,111.6709976196289,93.31466666666668,1343.2314853219673,1208.9083367897706
444,GMSC,OBRUNPER,100,8,1,100.677001953125,93.54733333333334,1489.913258142507,1340.9219323282564
445,GMSC,OBRUNPER,150,8,1,144.27999877929688,93.57,1039.6451432568483,935.6806289311635
446,GMSC,SRPSequential,100,1,1,315.78399658203125,93.50933333333332,475.00823861741986,427.50741475567787
447,GMSC,SRPSequential,150,1,1,487.0090026855469,93.51466666666668,308.00251981553686,277.20226783398317
448,GMSC,SRPMB+,100,8,2000,88.46499633789062,93.52094594594593,1695.585895093212,1526.027305583891
449,GMSC,SRPMB+,100,8,50,117.66699981689452,93.51850616872292,1274.783926108594,1147.3055334977346
450,GMSC,SRPMB+,100,8,500,89.91400146484375,93.49498327759196,1668.2607553468722,1501.434679812185
451,GMSC,SRPMB+,150,8,2000,142.31500244140625,93.50067567567568,1053.9999116520257,948.5999204868232
452,GMSC,SRPMB+,150,8,50,162.9290008544922,93.51317105701901,920.6464117088722,828.581770537985
453,GMSC,SRPMB+,150,8,500,140.73699951171878,93.50501672240804,1065.8178056972852,959.2360251275567
454,GMSC,SRPRUNPER,100,8,1,387.22698974609375,93.49799999999999,387.3696926403699,348.63272337633293
455,GMSC,SRPRUNPER,150,8,1,527.2919921875,93.49333333333333,284.47236488025675,256.02512839223107
456,airlines,ARFMB+,100,8,2000,600.2420043945312,65.13324760924704,899.6371397644891,809.6734257880403
457,airlines,ARFMB+,100,8,50,885.6820068359375,66.37847118570531,609.6996391844153,548.7296752659738
458,airlines,ARFMB+,100,8,500,643.2780151367188,66.05793836509966,839.4504200259843,755.5053780233859
459,airlines,ARFMB+,150,8,2000,901.3510131835938,65.14124935102153,599.1006745448777,539.19060709039
460,airlines,ARFMB+,150,8,50,1306.7039794921875,66.38903979545104,413.25350536535086,371.92815482881576
461,airlines,ARFMB+,150,8,500,935.7030029296876,66.05923734836689,577.1061953517934,519.395575816614
462,airlines,ARFRUNPER,100,8,1,1589.740966796875,66.45315110042401,339.67797979568394,305.71018181611555
463,airlines,ARFRUNPER,150,8,1,2226.549072265625,66.4075434338865,242.52777840217237,218.27500056195515
464,airlines,ARFSequential,100,1,1,3017.0400390625,66.41458852058743,178.9833721158692,161.08503490428228
465,airlines,ARFSequential,150,1,1,4652.80517578125,66.48281462337522,116.05901807597797,104.45311626838019
466,airlines,LBagMB+,100,8,2000,286.7640075683594,65.83405131907783,1883.081508655767,1694.7733577901904
467,airlines,LBagMB+,100,8,50,772.3079833984375,63.45226418557736,699.202923714193,629.2826313427738
468,airlines,LBagMB+,100,8,500,391.2309875488281,64.86194591404814,1380.2587657569036,1242.2328891812133
469,airlines,LBagMB+,150,8,2000,393.0,65.86122002370749,1374.0458015267175,1236.6412213740457
470,airlines,LBagMB+,150,8,50,1050.8489990234377,63.47803676022049,513.8702139906173,462.4831925915556
471,airlines,LBagMB+,150,8,500,486.8320007324219,65.33755935889609,1109.2122111685114,998.2909900516603
472,airlines,LBagRUNPER,100,8,1,1233.4840087890625,63.5105296236626,437.78435403482,394.00591863133803
473,airlines,LBagRUNPER,150,8,1,1617.3310546875,63.58376144594842,333.8834052774301,300.49506474968706
474,airlines,LBagSequential,100,1,1,3179.281982421875,63.506450889256804,169.8496713992778,152.86470425935002
475,airlines,LBagSequential,150,1,1,4388.5400390625,63.557249672310775,123.04775510612802,110.74297959551522
476,airlines,OBSequential,100,1,1,310.9779968261719,65.07361188617364,1736.4572590704709,1562.8115331634237
477,airlines,OBSequential,150,1,1,507.4249877929688,65.08010078181923,1064.1967049134007,957.7770344220606
478,airlines,OBAdwinSequential,100,1,1,1016.0419921875,66.57514233856091,531.4740966929924,478.3266870236931
479,airlines,OBAdwinSequential,150,1,1,1490.56201171875,66.60239570027234,362.2794595290485,326.05151357614363
480,airlines,OBAdwinMB+,100,8,2000,190.44000244140625,66.27005320227845,2835.538716011857,2551.9848444106715
481,airlines,OBAdwinMB+,100,8,50,434.5509948730469,67.0083232437103,1242.6619806905742,1118.395782621517
482,airlines,OBAdwinMB+,100,8,500,243.1909942626953,66.50757214460282,2220.476961481111,1998.429265333
483,airlines,OBAdwinMB+,150,8,2000,270.739013671875,66.03874703889032,1994.5407670519871,1795.0866903467884
484,airlines,OBAdwinMB+,150,8,50,530.9710083007811,66.82921312065088,1017.0046792726283,915.3042113453655
485,airlines,OBAdwinMB+,150,8,500,334.8389892578125,66.60703714906575,1612.7154164362316,1451.4438747926085
486,airlines,OBAdwinRUNPER,100,8,1,1046.737060546875,65.95276454764054,515.8888706184467,464.29998355660206
487,airlines,OBAdwinRUNPER,150,8,1,1324.197021484375,65.94386549075519,407.7943019345266,367.01487174107393
488,airlines,OBASHTSequential,100,1,1,473.9599914550781,68.29284571445523,1139.336673422953,1025.4030060806579
489,airlines,OBASHTSequential,150,1,1,718.8359985351562,68.04014957831447,751.2144649132929,676.0930184219636
490,airlines,OBASHTMB+,100,8,2000,144.3719940185547,66.02720964377362,3740.337616522767,3366.3038548704903
491,airlines,OBASHTMB+,100,8,50,252.6869964599609,68.18292223913612,2137.0312187218733,1923.328096849686
492,airlines,OBASHTMB+,100,8,500,152.35800170898438,67.80896780933895,3544.283818000199,3189.855436200179
493,airlines,OBASHTMB+,150,8,2000,223.78900146484372,65.42428770541679,2412.987217715575,2171.6884959440176
494,airlines,OBASHTMB+,150,8,50,357.260986328125,67.87142637294585,1511.5000536443658,1360.3500482799293
495,airlines,OBASHTMB+,150,8,500,226.8560028076172,67.48218073310905,2380.3646071377766,2142.328146423999
496,airlines,OBASHTRUNPER,100,8,1,1161.3289794921875,68.35810546494791,464.9845216435785,418.48606947922065
497,airlines,OBASHTRUNPER,150,8,1,1509.4990234375,68.05257117855031,357.73458055659245,321.9611225009332
498,airlines,OBRUNPER,100,8,1,514.3350219726561,65.11458462725004,1049.8993397900645,944.909405811058
499,airlines,OBRUNPER,150,8,1,700.22802734375,65.12923099170719,771.1773578221938,694.0596220399744
500,airlines,SRPSequential,100,1,1,3296.02490234375,68.53293485334169,163.8337136397285,147.45034227575565
501,airlines,SRPSequential,150,1,1,4921.3740234375,68.59634063364993,109.72545419801658,98.75290877821492
502,airlines,SRPMB+,100,8,2000,624.2839965820312,67.09088303872657,864.9909383493923,778.4918445144531
503,airlines,SRPMB+,100,8,50,902.5479736328124,68.47402254265917,598.3061463497237,538.4755317147514
504,airlines,SRPMB+,100,8,500,669.031982421875,68.07822848373395,807.136301683541,726.422671515187
505,airlines,SRPMB+,150,8,2000,992.9400024414062,67.0194256238102,543.8395055816734,489.45555502350607
506,airlines,SRPMB+,150,8,50,1250.6490478515625,68.44361461286441,431.7758054728809,388.59822492559283
507,airlines,SRPMB+,150,8,500,1020.5650024414062,68.07952746700118,529.1186731939723,476.2068058745751
508,airlines,SRPRUNPER,100,8,1,1735.987060546875,68.5423901012824,311.06222636814346,279.95600373132913
509,airlines,SRPRUNPER,150,8,1,2465.12890625,68.59689682470528,219.05548169546154,197.1499335259154
510,covtypeNorm,ARFRUNPER,100,8,1,1275.0250244140625,92.65849930810379,455.6773309347387,410.1095978412648
511,covtypeNorm,ARFRUNPER,150,8,1,1717.262939453125,92.5722704522454,338.32908557673977,304.4961770190658
512,covtypeNorm,ARFSequential,100,1,1,1215.7950439453125,92.65127054174441,477.87659843934506,430.0889385954106
513,covtypeNorm,ARFSequential,150,1,1,1896.8280029296875,92.5930961838998,306.3008343943859,275.6707509549473
514,covtypeNorm,LBagMB+,100,8,50,641.8820190429688,91.37482313817426,905.150764101879,814.635687691691
515,covtypeNorm,LBagMB+,100,8,500,,,,
516,covtypeNorm,LBagRUNPER,100,8,1,2002.6820068359373,93.3443715448218,290.1109602107672,261.0998641896905
517,covtypeNorm,LBagRUNPER,150,8,1,2758.89990234375,93.50753512836224,210.5911850975191,189.5320665877672
518,covtypeNorm,LBagSequential,100,1,1,1514.5579833984375,93.35762428314732,383.61027201898503,345.24924481708655
519,covtypeNorm,LBagSequential,150,1,1,2218.31005859375,93.49066800685699,261.9110875637973,235.7199788074176
520,covtypeNorm,OBSequential,100,1,1,562.8619995117189,84.41701720446395,1032.224595911637,929.0021363204733
521,covtypeNorm,OBSequential,150,1,1,1000.43701171875,84.31512602149355,580.7462071018768,522.6715863916892
522,covtypeNorm,OBAdwinSequential,100,1,1,746.3109741210938,84.29034167968992,778.4958551416518,700.6462696274866
523,covtypeNorm,OBAdwinSequential,150,1,1,1413.4010009765625,84.32132210694444,411.06522465922205,369.95870219329987
524,covtypeNorm,OBAdwinMB+,100,8,2000,340.0069885253906,82.18931559276837,1708.7884061436366,1537.909565529273
525,covtypeNorm,OBAdwinMB+,100,8,50,653.1900024414062,83.28703082129296,889.4808521692247,800.5327669523023
526,covtypeNorm,OBAdwinMB+,100,8,500,338.30999755859375,84.6909280083788,1717.3598303117644,1545.623847280588
527,covtypeNorm,OBAdwinRUNPER,100,8,1,1470.114990234375,86.0051083282273,395.2071802950416,355.68646226553744
528,covtypeNorm,OBAdwinRUNPER,150,8,1,2070.31201171875,86.0844526446958,280.6340284514218,252.5706256062796
529,covtypeNorm,OBASHTSequential,100,1,1,676.4030151367188,81.1644165697094,858.9553668423029,773.0598301580726
530,covtypeNorm,OBASHTSequential,150,1,1,1285.0069580078125,80.4589233957302,452.1376295897595,406.92386663078355
531,covtypeNorm,OBASHTMB+,100,8,2000,387.4169921875,76.89167063895049,1499.676089888207,1349.7084808993861
532,covtypeNorm,OBASHTMB+,100,8,50,657.8699951171875,78.97556122431415,883.1532131154659,794.8378918039193
533,covtypeNorm,OBASHTMB+,100,8,500,420.447998046875,78.98906482553332,1381.8593564458483,1243.6734208012635
534,covtypeNorm,OBASHTMB+,150,8,2000,607.3629760742188,76.13676400489109,956.5943643048186,860.9349278743367
535,covtypeNorm,OBASHTMB+,150,8,50,1017.6530151367188,78.04142095352191,570.921513873709,513.8293624863381
536,covtypeNorm,OBASHTMB+,150,8,500,630.094970703125,77.9797833636514,922.0832208066353,829.8748987259718
537,covtypeNorm,OBASHTRUNPER,100,8,1,1465.5069580078125,82.36714560112354,396.44984066797093,356.80485660117387
538,covtypeNorm,OBASHTRUNPER,150,8,1,2067.885009765625,81.4940138930005,280.96339847535853,252.86705862782267
539,covtypeNorm,OBRUNPER,100,8,1,1517.3909912109375,87.24811191507233,382.89406182406503,344.60465564165855
540,covtypeNorm,OBRUNPER,150,8,1,1993.428955078125,87.35654341046312,291.4575904598666,262.31183141387993
541,covtypeNorm,SRPSequential,100,1,1,4063.24609375,95.34760039379564,142.98912411278314,128.69021170150484
542,covtypeNorm,SRPSequential,150,1,1,6037.2080078125,95.1080184230274,96.23653835484086,86.61288451935678
543,covtypeNorm,SRPMB+,100,8,2000,900.8369750976562,86.7731584146788,644.9557645399891,580.4601880859902
544,covtypeNorm,SRPMB+,100,8,50,1002.3870239257812,93.64708879410357,579.6164416859195,521.6547975173276
545,covtypeNorm,SRPMB+,100,8,500,864.1279907226562,92.46785596163387,672.3541029079721,605.1186926171749
546,covtypeNorm,SRPMB+,150,8,2000,1323.821044921875,86.06453752253842,438.88107250499826,394.9929652544984
547,covtypeNorm,SRPMB+,150,8,50,1471.3509521484375,93.25239860782631,394.8751989806615,355.38767908259535
548,covtypeNorm,SRPMB+,150,8,500,1306.0260009765625,91.95055399371587,444.8609748699991,400.3748773829992
549,covtypeNorm,SRPRUNPER,100,8,1,3575.90087890625,95.35482916015505,162.47653938822506,146.22888544940255
550,covtypeNorm,SRPRUNPER,150,8,1,4837.31494140625,95.08925805318995,120.10795390367909,108.09715851331119
551,elecNormNew,ARFMB+,100,8,2000,18.072999954223636,76.22137052087182,2489.9020701587265,2240.9118631428537
552,elecNormNew,ARFMB+,100,8,50,25.298999786376953,80.37647474702841,1778.7264468942235,1600.8538022048012
553,elecNormNew,ARFMB+,100,8,500,18.03400039672852,78.34062304739801,2495.2866258205963,2245.757963238537
554,elecNormNew,ARFMB+,150,8,2000,23.95400047302246,76.165958625785,1878.600614151278,1690.7405527361502
555,elecNormNew,ARFMB+,150,8,50,36.17900085449219,80.38752154124873,1243.8154436874822,1119.4338993187341
556,elecNormNew,ARFMB+,150,8,500,25.90699958801269,78.1397839864322,1736.98231040316,1563.284079362844
557,elecNormNew,ARFRUNPER,100,8,1,64.45899963378906,89.13532838983049,698.1181876178426,628.3063688560584
558,elecNormNew,ARFRUNPER,150,8,1,87.16999816894531,88.88815324858757,516.2326596908366,464.60939372175295
559,elecNormNew,ARFSequential,100,1,1,84.75700378417969,89.04925847457628,530.9295750305826,477.8366175275243
560,elecNormNew,ARFSequential,150,1,1,123.63899993896484,88.97201624293785,363.96282744291466,327.5665446986232
561,elecNormNew,LBagMB+,100,8,2000,11.590999603271484,75.29783893609161,3882.3226244696825,3494.0903620227145
562,elecNormNew,LBagMB+,100,8,50,18.010000228881836,80.73660023861076,2498.6118505337663,2248.7506654803897
563,elecNormNew,LBagMB+,100,8,500,12.060999870300293,77.74926359010979,3731.0339510748704,3357.9305559673835
564,elecNormNew,LBagMB+,150,8,2000,16.923999786376953,74.97922053934245,2658.9459092420307,2393.0513183178277
565,elecNormNew,LBagMB+,150,8,50,27.25300025939941,80.35438115858776,1651.1943482068455,1486.074913386161
566,elecNormNew,LBagMB+,150,8,500,17.249000549316403,77.59305543158081,2608.84680659271,2347.962125933439
567,elecNormNew,LBagRUNPER,100,8,1,52.74599838256836,89.2147775423729,853.145288361282,767.8307595251539
568,elecNormNew,LBagRUNPER,150,8,1,68.99400329589844,88.69835805084746,652.23059759275,587.007537833475
569,elecNormNew,LBagSequential,100,1,1,47.18000030517578,89.15960451977402,953.7939743307584,858.4145768976825
570,elecNormNew,LBagSequential,150,1,1,70.56999969482422,88.70939265536724,637.6647328128076,573.898259531527
571,elecNormNew,OBSequential,100,1,1,15.361000061035154,82.82574152542372,2929.4967659135286,2636.547089322176
572,elecNormNew,OBSequential,150,1,1,23.48200035095215,82.66905014124293,1916.3614397176066,1724.7252957458459
573,elecNormNew,OBAdwinSequential,100,1,1,19.92099952697754,84.93997175141244,2258.9227984800573,2033.0305186320516
574,elecNormNew,OBAdwinSequential,150,1,1,29.947999954223636,84.7259004237288,1502.6045167885593,1352.3440651097035
575,elecNormNew,OBAdwinMB+,100,8,2000,6.2150001525878915,75.89351680827484,7240.546885789255,6516.492197210329
576,elecNormNew,OBAdwinMB+,100,8,50,11.769000053405762,80.36984667049623,3823.6043670488143,3441.243930343933
577,elecNormNew,OBAdwinMB+,100,8,500,7.132999897003174,77.43684727305184,6308.7061053941825,5677.835494854764
578,elecNormNew,OBAdwinMB+,150,8,2000,9.043999671936037,75.699575175471,4975.674660807115,4478.107194726404
579,elecNormNew,OBAdwinMB+,150,8,50,15.515999794006348,80.43170871813001,2900.2320570655706,2610.208851359014
580,elecNormNew,OBAdwinMB+,150,8,500,9.553000450134276,77.47701508524503,4710.561905120342,4239.505714608308
581,elecNormNew,OBAdwinRUNPER,100,8,1,38.4119987487793,86.33474576271186,1171.508941628039,1054.3580474652351
582,elecNormNew,OBAdwinRUNPER,150,8,1,48.66899871826172,86.43847104519773,924.6132278269981,832.1519050442984
583,elecNormNew,OBASHTSequential,100,1,1,18.38999938964844,81.68697033898306,2446.982136678595,2202.2839230107356
584,elecNormNew,OBASHTSequential,150,1,1,24.92099952697754,81.31400070621469,1805.7060653320302,1625.1354587988271
585,elecNormNew,OBASHTMB+,100,8,2000,6.664999961853027,72.06086073143702,6751.687960623624,6076.519164561262
586,elecNormNew,OBASHTMB+,100,8,50,12.156000137329102,77.63024170385755,3701.8755751583376,3331.688017642504
587,elecNormNew,OBASHTMB+,100,8,500,7.485000133514403,73.49147549763457,6012.02394085614,5410.821546770526
588,elecNormNew,OBASHTMB+,150,8,2000,9.18299961090088,69.83053195419285,4900.359567322835,4410.323610590552
589,elecNormNew,OBASHTMB+,150,8,50,16.275999069213867,76.94313110335379,2764.807236018938,2488.3265124170443
590,elecNormNew,OBASHTMB+,150,8,500,10.746000289916992,71.85798446844595,4187.604577139613,3768.8441194256516
591,elecNormNew,OBASHTRUNPER,100,8,1,39.09400177001953,82.94270833333334,1151.0717236041482,1035.9645512437335
592,elecNormNew,OBASHTRUNPER,150,8,1,53.74599838256836,82.4262888418079,837.2716361074245,753.544472496682
593,elecNormNew,OBRUNPER,100,8,1,31.55500030517578,82.35346045197741,1426.0814313038975,1283.4732881735079
594,elecNormNew,OBRUNPER,150,8,1,42.79899978637695,82.19897598870057,1051.4264404450787,946.2837964005708
595,elecNormNew,SRPSequential,100,1,1,161.4770050048828,89.85919844632768,278.67745007184936,250.80970506466443
596,elecNormNew,SRPSequential,150,1,1,235.24099731445312,89.72016242937853,191.2931866202185,172.16386795819665
597,elecNormNew,SRPMB+,100,8,2000,33.03300094604492,76.3760620613225,1362.274050532121,1226.0466454789089
598,elecNormNew,SRPMB+,100,8,50,45.487998962402344,81.35301135610445,989.2719184502776,890.3447266052498
599,elecNormNew,SRPMB+,100,8,500,34.74499893188477,78.69990181201463,1295.1504211647687,1165.6353790482917
600,elecNormNew,SRPMB+,150,8,2000,49.03799819946289,75.7365164388622,917.6557292767485,825.8901563490737
601,elecNormNew,SRPMB+,150,8,50,58.81700134277344,81.2911493084707,765.0849069599658,688.5764162639692
602,elecNormNew,SRPMB+,150,8,500,52.86000061035156,78.40980094617514,851.3053250171106,766.1747925153995
603,elecNormNew,SRPRUNPER,100,8,1,113.5749969482422,89.64954096045197,396.21396618225015,356.59256956402515
604,elecNormNew,SRPRUNPER,150,8,1,156.40499877929688,89.55243644067797,287.7145893751101,258.9431304375991
605,GMSC,ARFMB+,100,8,2000,52.98199844360352,93.52905405405407,2831.150285123105,2548.0352566107945
606,GMSC,ARFMB+,100,8,50,80.24800109863281,93.5458486162054,1869.2054374741997,1682.2848937267797
607,GMSC,ARFMB+,100,8,500,56.28099822998047,93.53846153846152,2665.1979303397666,2398.67813730579
608,GMSC,ARFMB+,150,8,2000,83.33899688720703,93.53108108108108,1799.8776755498216,1619.8899079948394
609,GMSC,ARFMB+,150,8,50,112.8010025024414,93.57452484161388,1329.7754157526524,1196.7978741773873
610,GMSC,ARFMB+,150,8,500,87.05000305175781,93.54046822742474,1723.1475559031703,1550.8328003128534
611,GMSC,ARFRUNPER,100,8,1,219.81500244140625,93.54866666666666,682.3920038851029,614.1528034965926
612,GMSC,ARFRUNPER,150,8,1,313.95599365234375,93.55066666666669,477.77396524590995,429.99656872131897
613,GMSC,ARFSequential,100,1,1,174.62399291992188,93.57133333333331,858.988490022595,773.0896410203355
614,GMSC,ARFSequential,150,1,1,273.0889892578125,93.53733333333332,549.2715045292102,494.3443540762892
615,GMSC,LBagMB+,100,8,2000,43.11000061035156,93.54729729729729,3479.4710711273347,3131.5239640146015
616,GMSC,LBagMB+,100,8,50,53.93000030517578,93.4318106035345,2781.3832588761206,2503.2449329885085
617,GMSC,LBagMB+,100,8,500,44.400001525878906,93.53444816053512,3378.378262274862,3040.5404360473763
618,GMSC,LBagMB+,150,8,2000,66.96700286865234,93.54256756756756,2239.909113062844,2015.9182017565597
619,GMSC,LBagMB+,150,8,50,84.15399932861328,93.47249083027675,1782.4464814115895,1604.2018332704306
620,GMSC,LBagMB+,150,8,500,65.84500122070311,93.54180602006687,2278.0772605231073,2050.2695344707968
621,GMSC,LBagRUNPER,100,8,1,177.74899291992188,93.54466666666669,843.8866377576433,759.497973981879
622,GMSC,LBagRUNPER,150,8,1,250.2779998779297,93.558,599.3335413946126,539.4001872551513
623,GMSC,LBagSequential,100,1,1,137.18299865722656,93.522,1093.429954646193,984.0869591815737
624,GMSC,LBagSequential,150,1,1,217.28500366210938,93.55733333333332,690.3375634393002,621.3038070953702
625,GMSC,OBSequential,100,1,1,41.05699920654297,93.46266666666668,3653.4574591144387,3288.111713202995
626,GMSC,OBSequential,150,1,1,69.80300140380861,93.48733333333334,2148.904731649772,1934.014258484795
627,GMSC,OBAdwinSequential,100,1,1,49.39300155639648,93.46466666666666,3036.8674766349513,2733.180728971456
628,GMSC,OBAdwinSequential,150,1,1,82.1780014038086,93.49733333333332,1825.3060117990185,1642.7754106191167
629,GMSC,OBAdwinMB+,100,8,2000,15.39799976348877,93.52635135135135,9741.525022988704,8767.372520689834
630,GMSC,OBAdwinMB+,100,8,50,23.30599975585937,93.39913304434812,6436.110940157735,5792.499846141962
631,GMSC,OBAdwinMB+,100,8,500,16.471000671386722,93.50568561872907,9106.9148130495,8196.22333174455
632,GMSC,OBAdwinMB+,150,8,2000,24.56100082397461,93.48445945945946,6107.242985537512,5496.518686983761
633,GMSC,OBAdwinMB+,150,8,50,33.74599838256836,93.44048016005337,4444.971468898166,4000.474322008349
634,GMSC,OBAdwinMB+,150,8,500,24.1299991607666,93.49096989966557,6216.328438331971,5594.695594498774
635,GMSC,OBAdwinRUNPER,100,8,1,95.70500183105469,93.53666666666666,1567.3162021854482,1410.5845819669034
636,GMSC,OBAdwinRUNPER,150,8,1,141.02200317382812,93.54066666666668,1063.6638015636845,957.297421407316
637,GMSC,OBASHTSequential,100,1,1,30.31100082397461,93.314,4948.698357771047,4453.828521993943
638,GMSC,OBASHTSequential,150,1,1,45.37200164794922,93.31466666666668,3306.003582647315,2975.4032243825836
639,GMSC,OBASHTMB+,100,8,2000,9.57699966430664,93.30405405405405,15662.525348001018,14096.272813200916
640,GMSC,OBASHTMB+,100,8,50,19.06800079345703,93.3151050350117,7866.582429106611,7079.92418619595
641,GMSC,OBASHTMB+,100,8,500,11.996999740600586,93.31237458193979,12503.126051788246,11252.813446609422
642,GMSC,OBASHTMB+,150,8,2000,12.906999588012695,93.30405405405405,11621.601052758355,10459.440947482519
643,GMSC,OBASHTMB+,150,8,50,23.091999053955078,93.3151050350117,6495.756372132225,5846.180734919002
644,GMSC,OBASHTMB+,150,8,500,14.135000228881836,93.31237458193979,10611.955965413232,9550.760368871908
645,GMSC,OBASHTRUNPER,100,8,1,80.21900177001953,93.31333333333332,1869.8811589557813,1682.8930430602031
646,GMSC,OBASHTRUNPER,150,8,1,111.53299713134766,93.31466666666668,1344.8934742007461,1210.4041267806715
647,GMSC,OBRUNPER,100,8,1,100.13500213623048,93.54733333333334,1497.977698107299,1348.179928296569
648,GMSC,OBRUNPER,150,8,1,143.30599975585938,93.57,1046.7112350881662,942.0401115793496
649,GMSC,SRPSequential,100,1,1,312.04901123046875,93.50933333333332,480.6937199016315,432.62434791146836
650,GMSC,SRPSequential,150,1,1,490.1329956054688,93.51466666666668,306.0393838915144,275.43544550236294
651,GMSC,SRPMB+,100,8,2000,92.19300079345705,93.5047297297297,1627.0215603031497,1464.3194042728348
652,GMSC,SRPMB+,100,8,50,118.31400299072266,93.53451150383462,1267.8127373626428,1141.0314636263786
653,GMSC,SRPMB+,100,8,500,89.47699737548828,93.51170568561872,1676.4085116818153,1508.7676605136337
654,GMSC,SRPMB+,150,8,2000,136.98300170898438,93.50878378378378,1095.0263764745773,985.5237388271196
655,GMSC,SRPMB+,150,8,50,163.97900390625,93.50783594531514,914.751257336323,823.2761316026907
656,GMSC,SRPMB+,150,8,500,146.4040069580078,93.52173913043478,1024.5621217390833,922.105909565175
657,GMSC,SRPRUNPER,100,8,1,380.3489990234375,93.49799999999999,394.3746411457148,354.93717703114334
658,GMSC,SRPRUNPER,150,8,1,524.0759887695311,93.49333333333333,286.2180355795013,257.5962320215512
